,docid,firstpub,date,birthdate,recept,genretags,enumcron,nationality,gender,author,title
3448,uc1.31822038198339,1907,1907,1907,,poe,,,male,Omar Khayyam,Edward FitzGerald's Rubāiyāt of Omar Khayyām
3449,loc.ark+=13960=t2v41679t,1907,1907,1907,,poe,,,male,"McKean, Thomas,","The mermaid, and other poems"
3450,uc2.ark+=13960=fk9h41k539,1907,1907,1907,,poe,,,male,"Waters, Russell Judson,",Lyric echoes
3451,njp.32101066385467,1907,1907,1907,,poe,,,male,"Wordsworth, William,",The shorter poems
3452,mdp.39015063939014,1907,1907,1907,,poe,,,unknown,"McArthur, Peter.",The prodigal
3453,loc.ark+=13960=t05x3702n,1907,1907,1907,,poe,,,male,"Hood, Thomas,",Faithless Nelly Gray
3454,uc2.ark+=13960=t8rb6x22k,1908,1908,1908,,fic,,,male,"Bazin, René,",The coming harvest
3455,nyp.33433076042112,1908,1908,1908,,fic,,,mostly_female,"Todd, Mary Ives.",An American madonna
3456,nyp.33433062139252,1908,1908,1908,,fic,v. 1,,male,"Cervantes Saavedra, Miguel de,",The history of the ingenious gentleman
3457,nyp.33433074930516,1908,1908,1908,,fic,,,male,"Brebner, Percy James,",Vayenne
3458,nyp.33433074945613,1908,1908,1908,,fic,,,female,"Wylde, Katharine,",Lady Julia's emerald
3459,loc.ark+=13960=t74t7gj2t,1908,1908,1908,,fic,,,female,"Carpenter, Kate E.",The story of Frederick the Great for boys and girls
3460,uc2.ark+=13960=t6154hb72,1908,1908,1908,,fic,,,female,"Rives, Amélie,",The golden rose
3461,wu.89097320410,1908,1908,1908,,bio,v.1,,male,"McCabe, Joseph,",Life and letters of George Jacob Holyoake
3462,mdp.39015049803367,1908,1908,1908,,bio,v.1,,male,"Brougham and Vaux, Henry Brougham,",Brougham and his early friends
3463,uc2.ark+=13960=t2v40x972,1908,1908,1908,,bio,<blank>,,male,"Moore, Frank Frankfort,",A Georgian pageant
3464,mdp.39015072488110,1908,1908,1908,,bio,<blank>,,male,"Josselin, Ralph,","The diary of the Rev. Ralph Josselin, 1616-1683;"
3465,mdp.39015024570882,1908,1908,1908,,bio,<blank>,,female,"Gaussen, Alice Cecilia Caroline.",Percy
3466,miun.bad0918.0001.001,1908,1908,1908,,bio,<blank>,,unknown,<blank>,"Biographical history of Genesee County, Michigan"
3467,wu.89098860240,1908,1908,1908,,poe,,,female,"Johnston, Annie F.",The rescue of the Princess Winsome;
3468,wu.89000572578,1908,1908,1908,,poe,1,,unknown,"Yeats, W. B.",The collected works of William Butler Yeats
3469,uc2.ark+=13960=t3tt4mg12,1908,1908,1908,,poe,,,male,"Mifflin, Lloyd,",Toward the uplands;
3470,njp.32101068140316,1908,1908,1908,,poe,,,male,"Herbert, George,",The temple & A priest to the temple
3471,mdp.39015008029798,1908,1908,1908,,poe,,,male,"Woolard, Samuel Francis,",Pictures of memory
3472,nyp.33433074869664,1909,1909,1909,,fic,,,male,"Hume, Fergus,",The solitary farm
3473,mdp.39015064467346,1909,1909,1909,,fic,,,unknown,"Morris, Gouverneur,",Putting on the screws
3474,wu.89077009413,1909,1909,1909,,fic,,,female,"Major, Gertrude Keene.",The revelation in the mountain
3475,uc2.ark+=13960=t2w37mm13,1909,1909,1909,,fic,,,female,"Halsey, Mina Deane",When east comes west
3476,uc2.ark+=13960=t77s7jp7f,1909,1909,1909,,fic,v.8,,male,"Hawthorne, Julian,",The lock and key library: classic mystery and detective stories;
3477,wu.89048852651,1909,1909,1909,,bio,<blank>,,male,"McCabe, Joseph,",The martyrdom of Ferrer
3478,mdp.39015065445754,1909,1909,1909,,bio,<blank>,,male,"Thwaites, Reuben Gold,",Cyrus Hall McCormick and the reaper
3479,mdp.39015002706847,1909,1909,1909,,bio,v.2,,male,"Paston, George,","Mr. Pope, his life and times"
3480,mdp.39015059504293,1909,1909,1909,,bio,<blank>,,male,"Krans, Horatio Sheafe,",The Lincoln tribute book;
3481,uc2.ark+=13960=t6g16248w,1909,1909,1909,,bio,v.01,,male,"Paston, George,","Mr. Pope, his life and times"
3482,njp.32101066122464,1909,1909,1909,,poe,,,unknown,"Grindrod, Charles.",Three poems
3483,uc2.ark+=13960=t3319t72b,1909,1909,1909,,poe,,,male,"Rice, Cale Young,",Nirvana days
3484,mdp.39015061239326,1909,1909,1909,,poe,,,male,"Gubb, Alfred S.",The flora of Algeria
3485,mdp.39015030169067,1909,1909,1909,,poe,,,female,"Moulton, Louise Chandler,",The poems and sonnets of Louise Chandler Moulton
3486,uc1.31822038205936,1909,1909,1909,,poe,,,male,"Bates, Russell S","The man on the dump, his songs and adventures"
3487,uc1.b3307776,1909,1909,1909,,poe,v. 12,,male,"Holmes, Oliver Wendell,",The complete works of Oliver Wendell Holmes
3488,wu.89099461824,1909,1909,1909,,poe,,,unknown,"Bithell, Jethro,",Contemporary German poetry
3489,njp.32101065848564,1909,1909,1909,,poe,,,male,"Murray, Charles,",Hamewith
3490,uc1.b3326917,1910,1910,1910,,fic,,,male,"Masefield, John,",Lost endeavour
3491,yale.39002054551867,1910,1910,1910,,fic,,,unknown,"Sanderson, Camilla.",John Sanderson the First;
3492,uva.x030735748,1910,1910,1910,,fic,v.2,,male,"Vigny, Alfred de,",Cinq Mars
3493,mdp.49015002138908,1910,1910,1910,,fic,v.19,,male,"Morris, William,",The collected works of William Morris;
3494,uc2.ark+=13960=t4nk37k3r,1910,1910,1910,,fic,,,female,"Glyn, Elinor,",His hour
3495,uva.x001119297,1910,1910,1910,,fic,v.2,,male,"Maupassant, Guy de,",... Complete works of Guy de Maupassant
3496,loc.ark+=13960=t77s8091c,1910,1910,1910,,fic,,,unknown,,Paso Robles Hot Springs;
3497,nyp.33433074854617,1910,1910,1910,,fic,,,male,"Fox-Davies, Arthur Charles,",The duplicate death
3498,mdp.39015024360706,1910,1910,1910,,fic,,,male,"Prince, Morton,",The dissociation of a personality;
3499,uc2.ark+=13960=t10p0zd6t,1910,1910,1910,,fic,,,mostly_female,"Taylor, Mary Imlay,",Caleb Trench
3500,wu.89094712270,1910,1910,1910,,bio,v.2,,unknown,"Redesdale, Algernon Bertram Freeman-Mitford,",Memories
3501,uc1.b4105216,1910,1910,1910,,bio,v.5,,unknown,"Lockhart, J. G.",Memoirs of the life of Sir Walter Scott
3502,mdp.39015004234418,1910,1910,1910,,bio,<blank>,,male,"Stanton, Theodore,",Reminiscences of Rosa Bonheur
3503,mdp.39015008844022,1910,1910,1910,,bio,<blank>,,male,"Müller, Gustav,",Gottfried Keller als lyrischer dichter
3504,mdp.39015059489677,1910,1910,1910,,bio,<blank>,,male,"Hubbell, Jay Broadus,",Lives of Franklin Plato Eller and John Carlton Eller
3505,inu.39000003390429,1910,1910,1910,,poe,,,male,"Trench, Richard Chenevix,",Sonnets and elegiacs
3506,mdp.49015002138841,1910,1910,1910,,poe,v.13,,male,"Morris, William,",The collected works of William Morris;
3507,nyp.33433066644141,1910,1910,1910,,poe,,,male,"Ross, George,",Gathered leaves;
3508,loc.ark+=13960=t9377v469,1910,1910,1910,,poe,,,male,"Rule, Lucien V.,",The house of love
3509,uc2.ark+=13960=t0js9js4z,1911,1911,1911,,fic,,,unknown,"Watson, H. B. Marriott",Alise of Astra
3510,inu.30000011866427,1911,1911,1911,,fic,v.12,,male,"Weyman, Stanley John,",Sophia
3511,nyp.33433076046071,1911,1911,1911,,fic,,,male,"Mitchell, John Ames,",Pandora's box
3512,uc1.b4679007,1911,1911,1911,,fic,,,male,"Meredith, George,",Celt and Saxon
3513,uc2.ark+=13960=t77s7rv37,1911,1911,1911,,fic,v.08,,male,"Wilder, Marshall Pinckney,",The wit and humor of America
3514,uc2.ark+=13960=t9p26sm8w,1911,1911,1911,,fic,,,female,"Serl, Emma,",In fableland
3515,uc2.ark+=13960=t9d50j38j,1911,1911,1911,,fic,,,male,"Begbie, Harold,",The cage
3516,coo.31924014378446,1911,1911,1911,,fic,v.17-18,,male,"Dumas, Alexandre,",Works
3517,njp.32101068572641,1911,1911,1911,,bio,<blank>,,male,"Guglia, Eugen,",Das Buch von der Nachfolge Goethes
3518,mdp.39015067344146,1911,1911,1911,,bio,v.2,,male,"Cowan, Samuel,",The lord chancellors of Scotland
3519,mdp.39015024059795,1911,1911,1911,,bio,v.3,,male,"Verne, Jules,",Works of Jules Verne
3520,uc1.b3546883,1911,1911,1911,,bio,<blank>,,male,"Hazlitt, William Carew,",The Hazlitts
3521,uc2.ark+=13960=t36111210,1911,1911,1911,,bio,<blank>,,unknown,"King, Bolton,",The life of Mazzini
3522,uc2.ark+=13960=t7vm4j11r,1911,1911,1911,,bio,<blank>,,unknown,<blank>,Matzke memorial volume
3523,mdp.39015031924163,1911,1911,1911,,bio,v.2,,male,"St. Paul, Horace,","Colonel St. Paul of Ewart, soldier and diplomat;"
3524,mdp.39015028185497,1911,1911,1911,,bio,<blank>,,male,"Morison, Theodore,","The life of Sir Edward Fitzgerald Law, K.C.S.I., K.C.M.G"
3525,loc.ark+=13960=t3514ng1n,1911,1911,1911,,poe,,,male,"Sylvester, Frederick Oakes,",The great river;
3526,mdp.39015008529391,1911,1911,1911,,poe,,,male,"Browning, Robert,","Browning's Men and women,1855"
3527,loc.ark+=13960=t9d51h03r,1911,1911,1911,,poe,,,male,"Wilson, John Byers.","Reminiscent rhymes, and other verse"
3528,loc.ark+=13960=t4xh03r8d,1911,1911,1911,,poe,,,male,"Smith, Christopher,",The Gospel parables in verse
3529,nyp.33433074938287,1912,1912,1912,,fic,,,unknown,"Burn, Irene.",The unknown steersman
3530,mdp.39015063918935,1912,1912,1912,,fic,,,male,"Birmingham, George A.,",The inviolable sanctuary
3531,uc2.ark+=13960=t1vd6q22s,1912,1912,1912,,fic,,,male,"Bacheller, Irving,","""Charge it"";"
3532,njp.32101065705897,1912,1912,1912,,fic,,,unknown,"Read, Opie Percival,",Tales of the South
3533,mdp.39015071217064,1912,1912,1912,,bio,v.1,,unknown,"Rowland, O. W.","A history of Van Buren County, Michigan"
3534,mdp.49015000778523,1912,1912,1912,,bio,v.1,,male,"Meredith, George,",Letters of George Meredith
3535,loc.ark+=13960=t54f2398s,1912,1912,1912,,bio,<blank>,,male,"Douglass, Robert Sidney.",History of southeast Missouri;
3536,mdp.39015005722197,1912,1912,1912,,bio,<blank>,,unknown,"Tomita, Kokei.",A peasant sage of Japan;
3537,mdp.39015027741126,1912,1912,1912,,bio,<blank>,,male,"Green, Samuel A.","James Murray Mason and John Slidell in Fort Warren, Boston Harbor"
3538,mdp.39015019806929,1912,1912,1912,,bio,<blank>,,female,"Kennard, Nina H.,",Lafcadio Hearn
3539,mdp.39015063978434,1912,1912,1912,,bio,<blank>,,unknown,<blank>,The coal resources of New South Wales
3540,mdp.39015026642572,1912,1912,1912,,bio,<blank>,,male,"Du Bose, John Witherspoon.",General Joseph Wheeler and the Army of Tennessee
3541,mdp.39015010868217,1912,1912,1912,,bio,<blank>,,unknown,<blank>,Antoine de la Mothe Cadillac and Detroit before the conspiracy of Pontiac;
3542,mdp.39015012307685,1912,1912,1912,,bio,V.1,,male,"Ward, Wilfrid,","The life of John Henry, cardinal Newman, based on his private journals and correspondence"
3543,mdp.39015070269231,1912,1912,1912,,bio,<blank>,,unknown,<blank>,Celebration of the two hundred and thirtieth anniversary of the landing of William Penn in Pennsylvania
3544,mdp.39015008698790,1912,1912,1912,,bio,<blank>,,female,"Gardner, Alice,",The Lascarids of Nicaea
3545,uc1.32106014385493,1912,1912,1912,,poe,v.3,,male,"Browning, Robert,",The works of Robert Browning
3546,nyp.33433066570544,1912,1912,1912,,poe,,,female,"Spaulding, Francesca di Maria Palmer.",The voyager
3547,loc.ark+=13960=t07w6vj8k,1912,1912,1912,,poe,,,female,"Wood, Flora Williams. [from old catalog]",Reflections
3548,uc2.ark+=13960=t4mk6j86q,1912,1912,1912,,poe,,,male,"Stevens, Bertram,",The golden treasury of Australian verse
3549,uc2.ark+=13960=t1zc7tp41,1912,1912,1912,,poe,,,male,"MacGill, Patrick,",Songs of the dead end
3550,loc.ark+=13960=t1sf3844v,1912,1912,1912,,poe,,,unknown,"Wright, Jean.","An urban faun, and other poems"
3551,nyp.33433074800917,1912,1912,1912,,poe,,,male,"Whicher, George Meason,",From Muscatine;
3552,uc1.32106006145772,1912,1912,1912,,poe,v.1,,male,"Browning, Robert,",The works of Robert Browning
3553,nc01.ark+=13960=t6m056533,1913,1913,1913,,fic,,,female,"Hornibrook, Isabel,",Heroes of air and sea
3554,uc1.b5034661,1913,1913,1913,,fic,,,unknown,"St. Mars, F.,",The prowlers
3555,miun.acv6910.0001.002,1913,1913,1913,,fic,v.1,,male,"Twain, Mark,",Roughing it
3556,uc2.ark+=13960=t5h99113n,1913,1913,1913,,fic,,,female,"Allen, Frances Newton Symmes.",The invaders
3557,nyp.33433074893557,1913,1913,1913,,fic,,,female,"McCarter, Margaret Hill,",A master's degree
3558,inu.30000005352996,1913,1913,1913,,fic,v.19,,male,"Trollope, Anthony,",[Works]
3559,uc1.b4104676,1913,1913,1913,,bio,<blank>,,unknown,"Hooper, James.",Souvenir of the George Borrow celebration
3560,uc1.b3025125,1913,1913,1913,,bio,v. 6,,male,"Grisar, Hartmann,",Luther
3561,mdp.39015056598546,1913,1913,1913,,bio,<blank>,,male,"Trevelyan, George Macaulay,",The life of John Bright
3562,mdp.39015001819872,1913,1913,1913,,bio,<blank>,,male,"Ambler, Charles Henry,",Thomas Ritchie;
3563,mdp.39015058673297,1913,1913,1913,,bio,v.2,,male,"Grisar, Hartmann,",Luther
3564,uc2.ark+=13960=t0ks6jq66,1913,1913,1913,,poe,,,male,"Henderson, Elliot Blaine.",Old fashioned black fo'ks
3565,uc2.ark+=13960=t88g8qh8m,1913,1913,1913,,poe,,,male,"Hodgson, Ralph,",The bull
3566,uc2.ark+=13960=t4vh5dd9d,1913,1913,1913,,poe,,,unknown,"Lindsay, Vachel,",General William Booth enters into Heaven
3567,loc.ark+=13960=t4mk6zw4s,1913,1913,1913,,poe,,,female,"Hale, Katharine M. [from old catalog]","The music of the rest, and other verse"
3568,uc2.ark+=13960=t52f7sh43,1913,1913,1913,,poe,v.2,,unknown,"Stebbing, W.",Five centuries of English verse;
3569,wu.89094356243,1913,1913,1913,,poe,,,male,"Ford, Robert,",Ballads of bairnhood
3570,uc2.ark+=13960=t9f47nm46,1913,1913,1913,,poe,,,male,"Greenstreet, William Lees.","Saint Longinus the Centurion, and other poems"
3571,nyp.33433076089923,1914,1914,1914,,fic,,,female,"Greene, Frances Nimmo.",One clear call
3572,mdp.39015003680405,1914,1914,1914,,fic,,,female,"Gale, Zona,",Neighborhood stories
3573,uc2.ark+=13960=t0vq2tx6g,1914,1914,1914,,fic,,,male,"Dehan, Richard,",The cost of wings and other stories
3574,uc2.ark+=13960=t3707x52t,1914,1914,1914,,fic,,,female,"Gerould, Katharine Fullerton,",Vain oblations and other stories
3575,uc2.ark+=13960=t10p0xq9w,1914,1914,1914,,fic,,,male,"Pearson, Edmund Lester,",The secret book
3576,mdp.39015008883756,1914,1914,1914,,fic,,,male,"Meredith, George,",Beauchamp's career
3577,mdp.39015030707304,1914,1914,1914,,fic,,,male,"Meredith, George,",Evan Harrington
3578,nyp.33433081936472,1914,1914,1914,,fic,,,unknown,"Brown, Hypkin.",Farmer Bibbins
3579,uc2.ark+=13960=t4gm8351f,1914,1914,1914,,fic,,,unknown,"Cross, Victoria.",The night of temptation
3580,mdp.39015013442861,1914,1914,1914,,bio,<blank>,,male,"Bentwich, Norman,",Josephus
3581,mdp.39015049028049,1914,1914,1914,,bio,<blank>,,unknown,Eugippius.,The life of Saint Severinus
3582,mdp.39015013018604,1914,1914,1914,,bio,v.11,,unknown,"Baring-Gould, S.",The lives of the saints
3583,mdp.39015012176387,1914,1914,1914,,bio,<blank>,,male,"Vachée, Jean Baptiste Modeste Eugène.",Napoleon at work
3584,mdp.39015018620511,1914,1914,1914,,bio,v.1,,unknown,<blank>,The Wellesley papers;
3585,mdp.39015070267748,1914,1914,1914,,bio,<blank>,,male,"Boyd, John,","Sir George Etienne Cartier, bart.;"
3586,mdp.39015071339090,1914,1914,1914,,bio,<blank>,,unknown,"Pollen, T. J.",History of Frankenmuth
3587,uc2.ark+=13960=t8ff3s62t,1914,1914,1914,,poe,,,male,"Nicoll, Thomas P.",Sunshine and shade
3588,loc.ark+=13960=t1dj63z68,1914,1914,1914,,poe,,,female,"Milburn, Lucy McDowell,",The child of the nations
3589,mdp.39015025139778,1914,1914,1914,,poe,,,male,"Janson, Ture Johan Ludvig,",Knock me down;
3590,wu.89007346497,1914,1914,1914,,poe,,,male,"Riley, James Whitcomb,",Riley gems
3591,nyp.33433076072788,1915,1915,1915,,fic,,,male,"Webster, Jean",Dear enemy
3592,uc1.b3322482,1915,1915,1915,,fic,,,male,"Chambers, Robert W.",Police !!!
3593,uva.x001866548,1915,1915,1915,,fic,,,mostly_female,"Waggaman, Mary Teresa,",White Eagle
3594,uc2.ark+=13960=t53f4n73j,1915,1915,1915,,fic,,,female,"Fisher, Dorothy Canfield,",Hillsboro people
3595,miun.ars5161.0001.001,1915,1915,1915,,bio,<blank>,,unknown,<blank>,Michigan
3596,uc1.b4506909,1915,1915,1915,,bio,<blank>,,mostly_female,"Webb, Mary Griffin","Famous living Americans, with portraits"
3597,mdp.39015071147907,1915,1915,1915,,bio,<blank>,,male,"Allen, Rolland Craten,",Dr. Douglass Houghton
3598,wu.89097269021,1915,1915,1915,,bio,<blank>,,unknown,"Bodkin, M. McDonnell",Recollections of an Irish judge
3599,wu.89098855596,1915,1915,1915,,bio,<blank>,,female,"Whiting, Lilian,",Women who have ennobled life
3600,mdp.39015068454928,1915,1915,1915,,bio,<blank>,,male,"Macdonald, John Hay Athole,",Life jottings of an old Edinburgh citizen
3601,mdp.39015063512159,1915,1915,1915,,poe,,,male,"Dobell, Bertram,",The dreamer of the castle of indolence
3602,uc2.ark+=13960=t49p2zq7q,1915,1915,1915,,poe,,,male,"Hardy, Thomas,",Song of the soldiers
3603,nyp.33433074849252,1915,1915,1915,,poe,,,male,"Faber, Geoffrey Cust.",Interflow;
3604,uc2.ark+=13960=t7qn63k5b,1915,1915,1915,,poe,,,unknown,"Carrington, Fitz Roy,",The quiet hour
3605,inu.39000005937250,1915,1915,1915,,poe,no.3,,female,"Pound, Louise,",Folk-song of Nebraska and the central West;
3606,loc.ark+=13960=t39z9qr4z,1915,1915,1915,,poe,,,male,"Clark, Leon Pierce,",Warp and woof
3607,nyp.33433082138169,1915,1915,1915,,poe,,,male,"Bronson, Walter C.",American poems (1625-1892)
3608,mdp.39015001359424,1915,1915,1915,,poe,,,male,"Moore, Thomas,",The poetical works of Thomas Moore
3609,uc2.ark+=13960=t53f50287,1916,1916,1916,,fic,,,male,"Wyndham, Horace,",Ginger; selected passages in the military career of Pte
3610,uva.x000496437,1916,1916,1916,,fic,v.2,,male,"Harris, Frank,",Oscar Wilde: his life and confessions
3611,wu.89007619018,1916,1916,1916,,fic,,,male,"James, Henry,",The figure in the carpet
3612,nyp.33433082343587,1916,1916,1916,,fic,,,male,"Lee, James,",The family Robinson of Italy
3613,nyp.33433082513957,1916,1916,1916,,fic,,,unknown,"Torbett, D.,",Common clay
3614,mdp.39015027759516,1916,1916,1916,,bio,<blank>,,male,"Van Winkle, Edward,","Manhattan, 1624-1639"
3615,uc2.ark+=13960=t3319v38v,1916,1916,1916,,bio,<blank>,,male,"Poole, Murray Edward,",A story historical of Cornell University
3616,mdp.39015004917962,1916,1916,1916,,bio,v.1,,male,"Harper, George McLean,","William Wordsworth, his life, works, and influence"
3617,mdp.39015027982738,1916,1916,1916,,bio,v.2,,male,"Beveridge, Albert J.",The life of John Marshall
3618,loc.ark+=13960=t9x06kk8f,1916,1916,1916,,poe,,,male,"Sanborn, Robert Alden",Horizons
3619,loc.ark+=13960=t3cz3pt96,1916,1916,1916,,poe,,,male,"Pope, Thomas Edward,",Collected poems of Thomas E. Pope
3620,uc2.ark+=13960=t3223521h,1916,1916,1916,,poe,,,male,"Phillips, Stephen,",Poems
3621,loc.ark+=13960=t9k36cz2x,1916,1916,1916,,poe,,,unknown,"Yeats, W. B.","Responsibilities, and other poems"
3622,loc.ark+=13960=t6nz8v65g,1916,1916,1916,,poe,,,male,"Scholl, John William,",Children of the sun
3623,uc2.ark+=13960=t9862c55s,1916,1916,1916,,poe,,,male,"Raymond, George Lansing,",A life in song
3624,loc.ark+=13960=t9377z20r,1916,1916,1916,,poe,,,unknown,"Rich, A. Judson",Sunshine and shadow
3625,loc.ark+=13960=t3st8fg4n,1916,1916,1916,,poe,,,male,"Burrell, David De Forest,",When the blind saw
3626,loc.ark+=13960=t3417fr60,1917,1917,1917,,fic,,,male,"Lawrence, John D.,",Brothers;
3627,mdp.39015059378169,1917,1917,1917,,fic,v.2,,male,"Phillips, David Graham,",Susan Lenox
3628,uc2.ark+=13960=t8kd1s10r,1917,1917,1917,,fic,,,female,"Sherwood, Margaret Pollock,",The worn doorstep
3629,uc2.ark+=13960=t72v2d072,1917,1917,1917,,fic,,,unknown,"Torrence, Ridgely,","Granny Maumee, The rider of dreams, Simon the Cyrenian;"
3630,uva.x000208565,1917,1917,1917,,fic,,,male,"London, Jack,",The call of the wild
3631,umn.31951001697946m,1917,1917,1917,,fic,,,unknown,"Bartlett, Vernon.","Mud and khaki, sketches from Flanders and France"
3632,mdp.39015071169240,1917,1917,1917,,bio,<blank>,,male,"Harris, Wilmer Carlyle.","Public life of Zachariah Chandler, 1851-1875"
3633,mdp.39015000547490,1917,1917,1917,,bio,<blank>,,male,"Poe, Edgar Allan,",The poems of Edgar Allan Poe
3634,mdp.39015070206290,1917,1917,1917,,bio,<blank>,,male,"Penniman, James Hosmer,",George Washington as commander-in-chief
3635,mdp.39015010484460,1917,1917,1917,,bio,<blank>,,unknown,"Younghusband, G. J.",A soldier's memories in peace and war
3636,uc2.ark+=13960=t06w98620,1917,1917,1917,,poe,,,male,"Wall, Geoffrey,",Songs of an airman
3637,uc2.ark+=13960=t6f18vx66,1917,1917,1917,,poe,,,unknown,"Tagore, Rabindranath,",Stray birds
3638,uc1.b3342845,1917,1917,1917,,poe,,,male,"Stephens, James,",Green branches
3639,uc2.ark+=13960=t56d5pw5d,1918,1918,1918,,fic,,,male,"Seltzer, Charles Alden,","""Firebrand"" trevison"
3640,uc2.ark+=13960=t6833r49b,1918,1918,1918,,fic,,,male,"Bennett, Arnold,",The pretty lady
3641,nyp.33433082485594,1918,1918,1918,,fic,,,male,"Dehan, Richard,",That which hath wings;
3642,uva.x030833218,1918,1918,1918,,fic,,,unknown,"Henry, O.,",Heart of the West
3643,mdp.39015065612387,1918,1918,1918,,fic,,,unknown,"Hunt, Frazier,",Blown in by the draft;
3644,uc2.ark+=13960=t2h709220,1918,1918,1918,,fic,,,male,"Train, Arthur,",The earthquake
3645,mdp.39015000630338,1918,1918,1918,,fic,,,unknown,"Lardner, Ring,",Treat 'em rough
3646,nyp.33433074843131,1918,1918,1918,,fic,,,female,"Clarke, Isabel Constance.",Children of eve
3647,nyp.33433076044662,1918,1918,1918,,fic,,,female,"Shields, Gertrude M.",Caste three
3648,uc2.ark+=13960=t17m0459p,1918,1918,1918,,fic,,,unknown,"Harris, Credo Fitch,",Where the souls of men are calling;
3649,mdp.39015071143328,1918,1918,1918,,bio,<blank>,,unknown,<blank>,Bench & bar of Michigan
3650,uc2.ark+=13960=t0ns11x6d,1918,1918,1918,,bio,v.1,,male,"Avery, Elroy McKendree,",A history of Cleveland and its environs;
3651,wu.89067894618,1918,1918,1918,,bio,<blank>,,mostly_female,"Atwood, Mary Anne,",A suggestive inquiry into the hermetic mystery
3652,mdp.39015001520488,1918,1918,1918,,bio,v.72 1921,,unknown,<blank>,Allegations for marriage licences in the archdeaconry of Sudbury
3653,nyp.33433081785945,1918,1918,1918,,bio,<blank>,,male,"Dobbs, Hugh Jackson,","History of Gage County, Nebraska"
3654,mdp.39015020001668,1918,1918,1918,,bio,v.1,,male,"Boccaccio, Giovanni,",Il comento alla Divina commedia
3655,mdp.39015068546376,1918,1918,1918,,bio,<blank>,,unknown,<blank>,The semi-centennial alumni record of the University of Illinois
3656,uc2.ark+=13960=t2n58fk2z,1918,1918,1918,,bio,<blank>,,male,"Davis,Arthur Newton,",The Kaiser I knew;
3657,loc.ark+=13960=t3ws95003,1918,1918,1918,,poe,,,female,"King, Frances Nash. [from old catalog]","The book of ""The white comrade"""
3658,uc1.31158011861746,1918,1918,1918,,poe,,,female,"Poor, Agnes Blake,",Pan American poems
3659,njp.32101068583317,1918,1918,1918,,poe,,,male,"Huxley, Aldous,",The defeat of youth
3660,njp.32101072899774,1918,1918,1918,,poe,,,female,"Claire, Roma,",Modern American verse
3661,uc2.ark+=13960=t3vt1mn6w,1918,1918,1918,,poe,,,male,"Lang, Andrew,",The blue poetry book
3662,nyp.33433082530142,1919,1919,1919,,fic,,,female,"Ferris, Anita B.",The honorable crimson tree
3663,nyp.33433074852173,1919,1919,1919,,fic,,,male,"Cable, George Washington,",Lovers of Louisiana (to-day)
3664,nyp.33433076087992,1919,1919,1919,,fic,,,female,"Irwin, Violet Mary,",Wits and the woman
3665,wu.89100103910,1919,1919,1919,,bio,<blank>,,male,"Devas, Dominic,",From cloister to camp
3666,uc2.ark+=13960=t76t0pv1t,1919,1919,1919,,bio,<blank>,,female,"Putnam, Natalie Alden.","Edward MacDowell, reminiscences and romance"
3667,mdp.39015070579332,1919,1919,1919,,bio,<blank>,,male,"Trumbull, Jonathan,","Jonathan Trumbull, governor of Connecticut, 1769-1784;"
3668,miun.afe5412.0001.001,1919,1919,1919,,bio,<blank>,,male,"Parker, William Belmont,",Cubans of to-day
3669,nnc1.1002221780,1919,1919,1919,,poe,v.1,,male,"Shivell, Paul,",By the banks of Stillwater
3670,njp.32101068169067,1919,1919,1919,,poe,,,male,"Freeman, John,",Memories of childhood
3671,uc2.ark+=13960=t0bv7j40k,1919,1919,1919,,poe,,,male,"Squire, John Collings,","Poems, first series"
3672,loc.ark+=13960=t8cg0mr9w,1919,1919,1919,,poe,,,male,"Wood, Clement,",The earth turns south
3673,loc.ark+=13960=t3cz4481x,1919,1919,1919,,poe,,,male,"Wood, Charles Francis. [from old catalog]",A modern elegy ;
3674,uc2.ark+=13960=t20c5197v,1919,1919,1919,,poe,,,unknown,"Tagore, Rabindranath,",Gitanjali (song offerings)
3675,uva.x030765460,1919,1919,1919,,poe,,,male,"Ledwidge, Francis,",The complete poems of Francis Ledwidge;
3676,mdp.39015067180805,1919,1919,1919,,poe,,,male,"McEvoy, Joseph Patrick,",Slams of life;
3677,loc.ark+=13960=t13n2rd6p,1919,1919,1919,,poe,,,male,"Knox, Carleton Everett.",Select verse for home and school
3678,nyp.33433076046568,1920,1920,1920,,fic,,,male,"White, William Patterson,",Paradise Bend
3679,uc1.$b804063,1920,1920,1920,,fic,,,male,"Blasco Ibáñez, Vicente,",Sónnica
3680,mdp.39015066607493,1920,1920,1920,,fic,,,female,"Serao, Matilde,",Souls divided
3681,mdp.39015000636434,1920,1920,1920,,fic,,,male,"Leacock, Stephen,",Frenzied fiction
3682,nyp.33433067269567,1920,1920,1920,,fic,,,male,"Chekhov, Anton Pavlovich,",The chorus girl and other stories
3683,uc2.ark+=13960=t7jq0wj39,1920,1920,1920,,fic,,,male,"Wallace, Edgar,",The black
3684,nyp.33433076051428,1920,1920,1920,,fic,,,unknown,"Mantle, Beatrice.",In the house of another
3685,uc1.b3324452,1920,1920,1920,,fic,,,male,"Huneker, James,",Melomaniacs
3686,uc2.ark+=13960=t3vt1gz87,1920,1920,1920,,fic,v.2,,female,"Schem, Lida Clara,",The hyphen
3687,mdp.39015074393052,1920,1920,1920,,fic,,,male,"Grahame, Kenneth,",The wind in the willows
